orderID,order_date,ship_date,ship_mode,customer_id,customer_name,Segment,Country,City,State,Region,Product_id,Category,sub_category,product_name,Sales
101343,7/17/2017,7/22/2017,Standard Class,19885,Ruben Ausman,Corporate,United States,Los Angeles,California,West,10003479,Office Supplies,Storage,"Eldon Base for stackable storage shelf, platinum",77.88
139619,9/19/2018,9/23/2018,Standard Class,14080,Erin Smith,Corporate,United States,Melbourne,Florida,South,10003282,Office Supplies,Storage,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",95.616
118255,3/11/2017,3/13/2017,First Class,18715,Odella Nelson,Corporate,United States,Eagan,Minnesota,Central,10000171,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",45.98
118255,3/11/2017,3/13/2017,First Class,18715,Odella Nelson,Corporate,United States,Eagan,Minnesota,Central,10003291,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,17.46
146703,10/20/2015,10/25/2015,Second Class,18865,Patrick O'Donnell,Consumer,United States,Westland,Michigan,Central,10001713,Office Supplies,Storage,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",211.96
169194,6/20/2017,6/25/2017,Standard Class,16900,Lena Hernandez,Consumer,United States,Dover,Delaware,East,10002167,Technology,Accessories,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,45
169194,6/20/2017,6/25/2017,Standard Class,16900,Lena Hernandez,Consumer,United States,Dover,Delaware,East,10003988,Technology,Phones,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",21.8
115742,4/18/2016,4/22/2016,Standard Class,13000,Darren Powers,Consumer,United States,New Albany,Indiana,Central,10004410,Office Supplies,Binders,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",38.22
115742,4/18/2016,4/22/2016,Standard Class,13000,Darren Powers,Consumer,United States,New Albany,Indiana,Central,10002762,Office Supplies,Labels,Avery 485,75.18
115742,4/18/2016,4/22/2016,Standard Class,13000,Darren Powers,Consumer,United States,New Albany,Indiana,Central,10001706,Furniture,Furnishings,Longer-Life Soft White Bulbs,6.16
115742,4/18/2016,4/22/2016,Standard Class,13000,Darren Powers,Consumer,United States,New Albany,Indiana,Central,10003061,Furniture,Chairs,"Global Leather Task Chair, Black",89.99
105816,12/11/2017,12/17/2017,Standard Class,15265,Janet Molinari,Corporate,United States,New York City,New York,East,10000304,Office Supplies,Fasteners,Advantus Push Pins,15.26
105816,12/11/2017,12/17/2017,Standard Class,15265,Janet Molinari,Corporate,United States,New York City,New York,East,10002447,Technology,Phones,AT&T CL83451 4-Handset Telephone,1029.95
111682,6/17/2017,6/18/2017,First Class,21055,Ted Butterfield,Consumer,United States,Troy,New York,East,10000604,Office Supplies,Storage,Home/Office Personal File Carts,208.56
111682,6/17/2017,6/18/2017,First Class,21055,Ted Butterfield,Consumer,United States,Troy,New York,East,10001569,Office Supplies,Paper,Xerox 232,32.4
111682,6/17/2017,6/18/2017,First Class,21055,Ted Butterfield,Consumer,United States,Troy,New York,East,10003968,Furniture,Chairs,Novimex Turbo Task Chair,319.41
111682,6/17/2017,6/18/2017,First Class,21055,Ted Butterfield,Consumer,United States,Troy,New York,East,10000587,Office Supplies,Paper,"Array Parchment Paper, Assorted Colors",14.56
111682,6/17/2017,6/18/2017,First Class,21055,Ted Butterfield,Consumer,United States,Troy,New York,East,10002167,Technology,Accessories,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,30
111682,6/17/2017,6/18/2017,First Class,21055,Ted Butterfield,Consumer,United States,Troy,New York,East,10001460,Office Supplies,Binders,Plastic Binding Combs,48.48
111682,6/17/2017,6/18/2017,First Class,21055,Ted Butterfield,Consumer,United States,Troy,New York,East,10001868,Office Supplies,Art,Prang Dustless Chalk Sticks,1.68
135545,11/24/2016,11/30/2016,Standard Class,16720,Kunst Miller,Consumer,United States,Los Angeles,California,West,10004633,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack",13.98
135545,11/24/2016,11/30/2016,Standard Class,16720,Kunst Miller,Consumer,United States,Los Angeles,California,West,10001078,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",25.824
135545,11/24/2016,11/30/2016,Standard Class,16720,Kunst Miller,Consumer,United States,Los Angeles,California,West,10003892,Office Supplies,Paper,Xerox 1943,146.73
135545,11/24/2016,11/30/2016,Standard Class,16720,Kunst Miller,Consumer,United States,Los Angeles,California,West,10000397,Furniture,Furnishings,Luxo Economy Swing Arm Lamp,79.76
164175,4/30/2016,5/5/2016,Standard Class,18970,Paul Stevenson,Home Office,United States,Chicago,Illinois,Central,10001146,Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray",213.115
106376,12/5/2015,12/10/2015,Standard Class,11590,Brendan Sweed,Corporate,United States,Gilbert,Arizona,West,10002671,Office Supplies,Art,"Hunt BOSTON Model 1606 High-Volume Electric Pencil Sharpener, Beige",1113.024
106376,12/5/2015,12/10/2015,Standard Class,11590,Brendan Sweed,Corporate,United States,Gilbert,Arizona,West,10002726,Technology,Phones,netTALK DUO VoIP Telephone Service,167.968
119823,6/4/2017,6/6/2017,First Class,16270,Karen Daniels,Consumer,United States,Springfield,Virginia,South,10000482,Office Supplies,Paper,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",75.88
106075,9/18/2017,9/23/2017,Standard Class,14980,Henry MacAllister,Consumer,United States,New York City,New York,East,10004654,Office Supplies,Binders,Avery Binding System Hidden Tab Executive Style Index Sets,4.616
114440,9/14/2018,9/17/2018,Second Class,21520,Tracy Blumstein,Consumer,United States,Jackson,Michigan,Central,10004675,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",19.05
134026,4/26/2016,5/2/2016,Standard Class,15745,Joel Eaton,Consumer,United States,Memphis,Tennessee,South,10000513,Furniture,Chairs,High-Back Leather Manager's Chair,831.936
134026,4/26/2016,5/2/2016,Standard Class,15745,Joel Eaton,Consumer,United States,Memphis,Tennessee,South,10003708,Furniture,Furnishings,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",97.04
134026,4/26/2016,5/2/2016,Standard Class,15745,Joel Eaton,Consumer,United States,Memphis,Tennessee,South,10004123,Office Supplies,Storage,Safco Industrial Wire Shelving System,72.784
118038,12/9/2018,12/11/2018,First Class,16600,Ken Brennan,Corporate,United States,Houston,Texas,Central,10004182,Office Supplies,Binders,Economy Binders,1.248
118038,12/9/2018,12/11/2018,First Class,16600,Ken Brennan,Corporate,United States,Houston,Texas,Central,10000260,Furniture,Furnishings,"6"" Cubicle Wall Clock, Black",9.708
118038,12/9/2018,12/11/2018,First Class,16600,Ken Brennan,Corporate,United States,Houston,Texas,Central,10000615,Office Supplies,Storage,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",27.24
147606,11/26/2015,12/1/2015,Second Class,15745,Joel Eaton,Consumer,United States,Houston,Texas,Central,10003194,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",19.3
127208,6/12/2017,6/15/2017,First Class,20770,Stewart Carmichael,Corporate,United States,Decatur,Alabama,South,10002118,Office Supplies,Appliances,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",208.16
127208,6/12/2017,6/15/2017,First Class,20770,Stewart Carmichael,Corporate,United States,Decatur,Alabama,South,10002309,Office Supplies,Binders,Avery Heavy-Duty EZD  Binder With Locking Rings,16.74
139451,10/12/2015,10/16/2015,Standard Class,13690,Duane Noonan,Consumer,United States,San Francisco,California,West,10002053,Office Supplies,Art,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",14.9
139451,10/12/2015,10/16/2015,Standard Class,13690,Duane Noonan,Consumer,United States,San Francisco,California,West,10002370,Office Supplies,Storage,"Sortfiler Multipurpose Personal File Organizer, Black",21.39
149734,9/3/2016,9/8/2016,Standard Class,16105,Julie Creighton,Corporate,United States,Durham,North Carolina,South,10000927,Office Supplies,Envelopes,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,200.984
119662,11/13/2018,11/16/2018,First Class,12400,Christopher Schild,Home Office,United States,Chicago,Illinois,Central,10003656,Office Supplies,Storage,Safco Industrial Wire Shelving,230.376
140088,5/28/2018,5/30/2018,Second Class,18865,Patrick O'Donnell,Consumer,United States,Columbia,South Carolina,South,10000863,Furniture,Chairs,Novimex Swivel Fabric Task Chair,301.96
155558,10/26/2018,11/2/2018,Standard Class,18895,Paul Gonzalez,Consumer,United States,Rochester,Minnesota,Central,10001998,Technology,Accessories,Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,19.99
155558,10/26/2018,11/2/2018,Standard Class,18895,Paul Gonzalez,Consumer,United States,Rochester,Minnesota,Central,10000134,Office Supplies,Labels,Avery 511,6.16
159695,4/5/2017,4/10/2017,Second Class,14455,Gary Mitchum,Home Office,United States,Houston,Texas,Central,10003442,Office Supplies,Storage,Eldon Portable Mobile Manager,158.368
109806,9/17/2017,9/22/2017,Standard Class,15685,Jim Sink,Corporate,United States,Los Angeles,California,West,10004930,Office Supplies,Art,Turquoise Lead Holder with Pocket Clip,20.1
109806,9/17/2017,9/22/2017,Standard Class,15685,Jim Sink,Corporate,United States,Los Angeles,California,West,10004093,Technology,Phones,Panasonic Kx-TS550,73.584
109806,9/17/2017,9/22/2017,Standard Class,15685,Jim Sink,Corporate,United States,Los Angeles,California,West,10000304,Office Supplies,Paper,Xerox 1995,6.48
149587,1/31/2016,2/5/2016,Second Class,16315,Karl Braun,Consumer,United States,Minneapolis,Minnesota,Central,10003177,Office Supplies,Paper,Xerox 1999,12.96
149587,1/31/2016,2/5/2016,Second Class,16315,Karl Braun,Consumer,United States,Minneapolis,Minnesota,Central,10003799,Furniture,Furnishings,"Seth Thomas 13 1/2"" Wall Clock",53.34
149587,1/31/2016,2/5/2016,Second Class,16315,Karl Braun,Consumer,United States,Minneapolis,Minnesota,Central,10002852,Office Supplies,Binders,Ibico Standard Transparent Covers,32.96
109484,11/6/2018,11/12/2018,Standard Class,19705,Roger Barcio,Home Office,United States,Portland,Oregon,West,10004738,Office Supplies,Binders,Flexible Leather- Look Classic Collection Ring Binder,5.682
161018,11/9/2018,11/11/2018,Second Class,18775,Parhena Norris,Home Office,United States,New York City,New York,East,10000629,Furniture,Furnishings,9-3/4 Diameter Round Wall Clock,96.53
157833,6/17/2018,6/20/2018,First Class,16345,Katherine Ducich,Consumer,United States,San Francisco,California,West,10001721,Office Supplies,Binders,Trimflex Flexible Post Binders,51.312
149223,9/6/2017,9/11/2017,Standard Class,13855,Elpida Rittenbach,Corporate,United States,Saint Paul,Minnesota,Central,10000358,Office Supplies,Appliances,Fellowes Basic Home/Office Series Surge Protectors,77.88
158568,8/29/2017,9/2/2017,Standard Class,19465,Rick Bensley,Home Office,United States,Chicago,Illinois,Central,10003256,Office Supplies,Paper,Avery Personal Creations Heavyweight Cards,64.624
158568,8/29/2017,9/2/2017,Standard Class,19465,Rick Bensley,Home Office,United States,Chicago,Illinois,Central,10001767,Technology,Accessories,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,95.976
158568,8/29/2017,9/2/2017,Standard Class,19465,Rick Bensley,Home Office,United States,Chicago,Illinois,Central,10002609,Office Supplies,Binders,Avery Hidden Tab Dividers for Binding Systems,1.788
129903,12/1/2017,12/4/2017,Second Class,14470,Gary Zandusky,Consumer,United States,Rochester,Minnesota,Central,10004040,Office Supplies,Paper,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),23.92
156867,11/13/2016,11/17/2016,Standard Class,16870,Lena Cacioppo,Consumer,United States,Aurora,Colorado,West,10001552,Technology,Accessories,Logitech K350 2.4Ghz Wireless Keyboard,238.896
156867,11/13/2016,11/17/2016,Standard Class,16870,Lena Cacioppo,Consumer,United States,Aurora,Colorado,West,10004006,Furniture,Furnishings,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",102.36
156867,11/13/2016,11/17/2016,Standard Class,16870,Lena Cacioppo,Consumer,United States,Aurora,Colorado,West,10002794,Office Supplies,Binders,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",36.882
119004,11/23/2018,11/28/2018,Standard Class,15250,Janet Martin,Consumer,United States,Charlotte,North Carolina,South,10003499,Technology,Accessories,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,74.112
119004,11/23/2018,11/28/2018,Standard Class,15250,Janet Martin,Consumer,United States,Charlotte,North Carolina,South,10002844,Technology,Phones,Speck Products Candyshell Flip Case,27.992
119004,11/23/2018,11/28/2018,Standard Class,15250,Janet Martin,Consumer,United States,Charlotte,North Carolina,South,10000390,Office Supplies,Art,Newell Chalk Holder,3.304
129476,10/15/2016,10/20/2016,Standard Class,19060,Pete Armstrong,Home Office,United States,Orland Park,Illinois,Central,10000844,Technology,Accessories,Logitech Gaming G510s - Keyboard,339.96
146780,12/25/2018,12/30/2018,Standard Class,12805,Cynthia Voltz,Corporate,United States,New York City,New York,East,10001934,Furniture,Furnishings,Magnifier Swing Arm Lamp,41.96
128867,11/3/2017,11/10/2017,Standard Class,12565,Clay Ludtke,Consumer,United States,Urbandale,Iowa,Central,10000380,Office Supplies,Art,"Hunt PowerHouse Electric Pencil Sharpener, Blue",75.96
128867,11/3/2017,11/10/2017,Standard Class,12565,Clay Ludtke,Consumer,United States,Urbandale,Iowa,Central,10003981,Office Supplies,Binders,"Avery Durable Plastic 1"" Binders",27.24
115259,8/25/2015,8/27/2015,Second Class,19960,Ryan Crowe,Consumer,United States,Columbus,Ohio,East,10000621,Office Supplies,Fasteners,"OIC Colored Binder Clips, Assorted Sizes",40.096
115259,8/25/2015,8/27/2015,Second Class,19960,Ryan Crowe,Consumer,United States,Columbus,Ohio,East,10002600,Office Supplies,Envelopes,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",4.72
115259,8/25/2015,8/27/2015,Second Class,19960,Ryan Crowe,Consumer,United States,Columbus,Ohio,East,10004965,Office Supplies,Paper,Xerox 1921,23.976
115259,8/25/2015,8/27/2015,Second Class,19960,Ryan Crowe,Consumer,United States,Columbus,Ohio,East,10002504,Office Supplies,Envelopes,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",130.464
110457,3/2/2016,3/6/2016,Standard Class,13090,Dave Kipp,Consumer,United States,Seattle,Washington,West,10001768,Furniture,Tables,Hon Racetrack Conference Tables,787.53
136476,4/5/2016,4/10/2016,Standard Class,14650,Greg Guthrie,Corporate,United States,Bristol,Tennessee,South,10003650,Office Supplies,Binders,GBC DocuBind 300 Electric Binding Machine,157.794
103730,6/12/2017,6/15/2017,First Class,20725,Steven Cartwright,Consumer,United States,Wilmington,Delaware,East,10002157,Furniture,Furnishings,Artistic Insta-Plaque,47.04
103730,6/12/2017,6/15/2017,First Class,20725,Steven Cartwright,Consumer,United States,Wilmington,Delaware,East,10003910,Office Supplies,Binders,DXL Angle-View Binders with Locking Rings by Samsill,30.84
103730,6/12/2017,6/15/2017,First Class,20725,Steven Cartwright,Consumer,United States,Wilmington,Delaware,East,10000777,Office Supplies,Storage,"Companion Letter/Legal File, Black",226.56
103730,6/12/2017,6/15/2017,First Class,20725,Steven Cartwright,Consumer,United States,Wilmington,Delaware,East,10002500,Office Supplies,Envelopes,Globe Weis Peel & Seel First Class Envelopes,115.02
103730,6/12/2017,6/15/2017,First Class,20725,Steven Cartwright,Consumer,United States,Wilmington,Delaware,East,10003875,Technology,Phones,KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7,68.04
152030,12/26/2015,12/28/2015,Second Class,10180,Alan Dominguez,Home Office,United States,Houston,Texas,Central,10004063,Furniture,Chairs,Global Deluxe High-Back Manager's Chair,600.558
134614,9/20/2015,9/25/2015,Standard Class,19165,Philip Fox,Consumer,United States,Bloomington,Illinois,Central,10004534,Furniture,Tables,Bevis 44 x 96 Conference Tables,617.7
107272,11/5/2018,11/12/2018,Standard Class,21610,Troy Staebel,Consumer,United States,Phoenix,Arizona,West,10003274,Office Supplies,Binders,"Avery Durable Slant Ring Binders, No Labels",2.388
107272,11/5/2018,11/12/2018,Standard Class,21610,Troy Staebel,Consumer,United States,Phoenix,Arizona,West,10002974,Office Supplies,Storage,"Trav-L-File Heavy-Duty Shuttle II, Black",243.992
125969,11/6/2017,11/10/2017,Second Class,16975,Lindsay Shagiari,Home Office,United States,Los Angeles,California,West,10001146,Furniture,Chairs,"Global Task Chair, Black",81.424
125969,11/6/2017,11/10/2017,Second Class,16975,Lindsay Shagiari,Home Office,United States,Los Angeles,California,West,10003773,Furniture,Furnishings,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,238.56
164147,2/2/2018,2/5/2018,First Class,13585,Dorothy Wardle,Corporate,United States,Columbus,Ohio,East,10002293,Technology,Phones,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,59.97
164147,2/2/2018,2/5/2018,First Class,13585,Dorothy Wardle,Corporate,United States,Columbus,Ohio,East,10002377,Office Supplies,Paper,Xerox 1916,78.304
164147,2/2/2018,2/5/2018,First Class,13585,Dorothy Wardle,Corporate,United States,Columbus,Ohio,East,10002780,Office Supplies,Fasteners,Staples,21.456
145583,10/13/2017,10/19/2017,Standard Class,16885,Lena Creighton,Consumer,United States,Roseville,California,West,10001804,Office Supplies,Paper,Xerox 195,20.04
145583,10/13/2017,10/19/2017,Standard Class,16885,Lena Creighton,Consumer,United States,Roseville,California,West,10001736,Office Supplies,Paper,Xerox 1880,35.44
145583,10/13/2017,10/19/2017,Standard Class,16885,Lena Creighton,Consumer,United States,Roseville,California,West,10001149,Office Supplies,Art,"Sanford Colorific Colored Pencils, 12/Box",11.52
145583,10/13/2017,10/19/2017,Standard Class,16885,Lena Creighton,Consumer,United States,Roseville,California,West,10002988,Office Supplies,Fasteners,Ideal Clamps,4.02
145583,10/13/2017,10/19/2017,Standard Class,16885,Lena Creighton,Consumer,United States,Roseville,California,West,10004781,Office Supplies,Binders,GBC Wire Binding Strips,76.176
145583,10/13/2017,10/19/2017,Standard Class,16885,Lena Creighton,Consumer,United States,Roseville,California,West,10001218,Office Supplies,Supplies,Fiskars Softgrip Scissors,65.88
145583,10/13/2017,10/19/2017,Standard Class,16885,Lena Creighton,Consumer,United States,Roseville,California,West,10001706,Furniture,Furnishings,Longer-Life Soft White Bulbs,43.12
110366,9/5/2017,9/7/2017,Second Class,15895,Jonathan Doherty,Corporate,United States,Philadelphia,Pennsylvania,East,10004848,Furniture,Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",82.8
106180,9/18/2018,9/23/2018,Standard Class,19975,Sally Hughsby,Corporate,United States,San Francisco,California,West,10000940,Office Supplies,Art,Newell 343,8.82
106180,9/18/2018,9/23/2018,Standard Class,19975,Sally Hughsby,Corporate,United States,San Francisco,California,West,10004030,Office Supplies,Envelopes,Convenience Packs of Business Envelopes,10.86
106180,9/18/2018,9/23/2018,Standard Class,19975,Sally Hughsby,Corporate,United States,San Francisco,California,West,10004327,Office Supplies,Paper,Xerox 1911,143.7
155376,12/22/2018,12/27/2018,Standard Class,20080,Sandra Glassco,Consumer,United States,Independence,Missouri,Central,10001058,Office Supplies,Appliances,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,839.43
